alpha,beta,gamma,conf_no,rmsd1,rmsd2
65.0,17.7,11.2,2829,0.44,0.63
26.9,35.5,62.7,2830,0.44,0.48
63.9,23.6,7.1,2831,0.44,0.55
15.8,26.0,70.7,2832,0.44,0.48
46.0,51.5,0.2,2833,0.73,0.48
85.9,27.0,-15.4,2834,0.44,0.49
60.5,18.1,16.9,2835,0.44,0.48
23.5,21.6,60.2,2836,0.44,0.48
41.7,27.4,45.9,2837,0.44,0.5
48.1,25.6,17.9,2838,0.44,0.48
37.4,12.4,18.3,2839,0.44,0.69
-29.2,16.0,99.4,2840,0.44,0.51
19.9,45.9,84.3,2841,0.46,0.49
42.1,33.1,49.2,2842,0.44,0.48
-14.0,28.5,86.5,2843,0.44,0.51
62.3,25.1,5.8,2844,0.44,0.61
20.7,28.1,79.6,2845,0.44,0.52
18.8,35.6,83.3,2846,0.45,0.48
26.6,30.9,60.1,2847,0.44,0.48
43.5,30.3,30.8,2848,0.44,0.49
0.6,29.5,39.1,2849,0.45,0.48
-16.6,45.2,110.2,2850,0.72,0.5
35.3,31.8,58.5,2851,0.44,0.48
78.3,17.4,-13.7,2852,0.44,0.49
94.4,-8.4,-50.3,2853,0.44,0.82
-1.2,15.6,78.0,2854,0.44,0.48
53.4,20.2,31.5,2855,0.44,0.5
54.3,29.7,43.8,2856,0.44,0.48
36.0,42.7,70.6,2857,0.45,0.5
-86.6,44.8,62.7,2858,0.44,0.7
14.9,17.1,57.7,2859,0.45,0.49
30.4,23.0,51.5,2860,0.44,0.66
57.9,19.5,20.2,2861,0.44,0.65
13.3,25.0,61.2,2862,0.45,0.48
47.3,12.8,2.7,2863,0.44,0.48
17.0,23.1,76.0,2864,0.44,0.48
60.3,25.8,26.4,2865,0.44,0.48
43.1,15.9,21.4,2866,0.44,0.5
65.9,17.6,6.9,2867,0.44,0.67
34.9,24.3,39.2,2868,0.44,0.48
41.0,24.7,55.0,2869,0.44,0.61
18.9,32.0,68.2,2870,0.44,0.54
50.2,20.0,30.7,2871,0.45,0.68
87.5,21.2,-13.3,2872,0.44,0.65
24.4,36.2,69.6,2873,0.45,0.48
47.3,46.8,11.3,2874,0.44,0.48
15.7,22.4,52.8,2875,0.45,0.5
-28.6,49.8,141.6,2876,0.44,0.49
27.2,26.3,64.5,2877,0.44,0.56
34.0,34.0,64.5,2878,0.45,0.5
2.3,20.4,60.0,2879,0.44,0.48
84.1,29.8,-0.6,2880,0.44,0.5
65.8,9.9,-5.4,2881,0.44,0.68
51.3,16.2,19.0,2882,0.44,0.58
38.3,27.4,51.9,2883,0.44,0.48
68.5,22.0,6.7,2884,0.44,0.49
59.6,26.4,29.7,2885,0.44,0.59
-3.5,24.8,87.4,2886,0.44,0.48
-93.8,25.4,65.7,2887,0.45,0.73
-5.7,58.0,111.7,2888,0.45,0.48
91.9,19.4,-14.0,2889,0.54,0.6
30.3,36.7,63.2,2890,0.44,0.48
12.4,27.5,83.0,2891,0.55,0.49
25.7,22.1,52.2,2892,0.44,0.49
40.2,24.4,37.5,2893,0.44,0.48
40.8,27.5,35.9,2894,0.44,0.48
64.3,14.0,-22.5,2895,0.44,0.8
-25.0,20.5,85.5,2896,0.44,0.66
46.9,24.4,13.0,2897,0.44,0.48
39.6,40.4,32.1,2898,0.44,0.48
66.9,20.5,-5.2,2899,0.44,0.48
49.4,28.6,36.3,2900,0.44,0.48
74.7,19.1,3.0,2901,0.44,0.69
1.6,42.6,100.6,2902,0.46,0.48
59.5,22.4,35.0,2903,0.44,0.65
76.1,18.6,-16.7,2904,0.44,0.49
69.8,23.0,-17.6,2905,0.44,0.65
3.1,38.2,88.3,2906,0.44,0.48
36.6,34.7,48.8,2907,0.44,0.48
38.7,16.5,28.8,2908,0.7,0.48
12.2,21.0,58.7,2909,0.44,0.48
-21.3,51.5,61.6,2910,0.45,0.5
85.3,28.2,-19.3,2911,0.44,0.6
80.5,29.9,2.7,2912,0.44,0.5
78.6,37.7,-35.2,2913,0.46,0.51
-0.3,19.6,85.9,2914,0.48,0.65
26.0,24.0,59.1,2915,0.44,0.48
64.7,24.8,29.0,2916,0.44,0.52
14.2,25.1,59.1,2917,0.44,0.48
46.2,14.7,6.6,2918,0.44,0.58
43.2,36.0,46.9,2919,0.44,0.49
36.4,28.6,45.6,2920,0.44,0.48
88.4,25.7,-8.0,2921,0.44,0.53
91.9,37.6,-8.1,2922,0.44,0.49
31.8,26.9,68.1,2923,0.61,0.49
-46.0,14.2,86.5,2924,0.44,0.5
16.8,26.6,58.5,2925,0.44,0.64
62.9,15.6,6.3,2926,0.44,0.49
29.2,28.7,47.7,2927,0.44,0.49
74.6,21.8,4.5,2928,0.44,0.49
33.6,25.6,53.8,2929,0.44,0.51
6.3,18.9,78.4,2930,0.44,0.48
29.0,77.2,9.4,2931,0.45,0.51
11.6,23.0,65.7,2932,0.45,0.48
24.2,35.4,60.4,2933,0.44,0.51
44.8,23.0,40.6,2934,0.44,0.48
26.4,14.2,55.1,2935,0.44,0.48
26.6,25.7,51.4,2936,0.44,0.49
63.2,17.3,9.8,2937,0.44,0.69
79.8,34.7,1.0,2938,0.44,0.65
48.7,24.6,41.0,2939,0.44,0.49
80.3,23.1,4.6,2940,0.44,0.62
49.4,76.2,13.3,2941,0.44,0.48
31.8,20.4,50.5,2942,0.44,0.65
25.6,38.2,65.9,2943,0.45,0.57
8.9,44.4,68.0,2944,0.44,0.52
63.6,26.9,30.2,2945,0.44,0.5
24.3,17.5,57.7,2946,0.44,0.48
33.6,39.0,61.3,2947,0.45,0.48
37.4,30.2,59.3,2948,0.45,0.48
71.8,22.2,-0.7,2949,0.44,0.51
26.9,114.4,-8.2,2950,0.6,0.69
13.2,30.1,87.3,2951,0.45,0.48
34.0,25.2,59.6,2952,0.44,0.49
28.0,32.8,61.5,2953,0.44,0.49
42.6,29.1,33.7,2954,0.44,0.49
25.5,27.7,64.4,2955,0.44,0.51
-50.8,37.0,127.3,2956,0.44,0.62
41.8,24.9,34.3,2957,0.44,0.5
21.8,23.5,64.8,2958,0.44,0.48
64.7,25.7,25.2,2959,0.6,0.48
32.6,34.2,68.2,2960,0.44,0.48
30.7,96.3,-2.0,2961,0.54,0.67
75.4,20.9,6.3,2962,0.44,0.48
63.3,23.5,13.4,2963,0.44,0.65
75.8,28.3,9.4,2964,0.44,0.5
47.6,18.1,10.3,2965,0.44,0.66
39.6,23.9,56.0,2966,0.49,0.48
40.8,21.4,24.0,2967,0.44,0.48
26.0,24.5,55.9,2968,0.44,0.49
21.0,14.4,49.9,2969,0.44,0.48
30.0,128.0,-12.1,2970,0.46,0.48
38.7,34.8,59.4,2971,0.45,0.5
28.4,18.3,47.5,2972,0.44,0.48
-60.1,57.7,75.4,2973,0.44,0.69
66.5,23.0,9.7,2974,0.44,0.54
48.6,11.5,-4.5,2975,0.44,0.5
64.6,43.1,8.5,2976,0.44,0.48
48.1,35.2,41.0,2977,0.44,0.48
-17.3,17.9,95.7,2978,0.63,0.48
35.5,17.4,25.8,2979,0.44,0.49
29.8,14.1,30.3,2980,0.44,0.57
25.6,27.3,52.3,2981,0.44,0.5
16.7,27.0,68.2,2982,0.45,0.65
62.8,27.5,5.2,2983,0.44,0.48
-31.0,73.7,62.1,2984,0.44,0.55
29.1,32.5,52.6,2985,0.44,0.48
61.3,35.2,32.0,2986,0.44,0.48
72.8,22.1,7.5,2987,0.44,0.53
59.6,19.9,20.4,2988,0.44,0.5
72.4,24.4,-21.3,2989,0.44,0.6
20.3,27.3,80.8,2990,0.44,0.48
12.5,17.7,58.7,2991,0.44,0.49
83.7,36.0,-36.4,2992,0.44,0.72
52.8,30.2,41.2,2993,0.44,0.49
48.3,20.5,23.6,2994,0.44,0.5
65.2,17.4,4.5,2995,0.44,0.6
13.3,34.3,71.9,2996,0.45,0.48
37.8,12.1,35.6,2997,0.44,0.48
50.7,23.7,31.4,2998,0.44,0.5
83.4,34.9,-1.9,2999,0.45,0.62
55.7,21.1,20.4,3000,0.44,0.51
7.0,22.8,63.3,3001,0.45,0.49
0.9,26.9,86.8,3002,0.44,0.48
47.0,11.7,-1.6,3003,0.44,0.77
19.8,22.3,79.9,3004,0.44,0.49
70.5,22.1,2.2,3005,0.44,0.48
66.6,14.5,-14.0,3006,0.44,0.72
13.0,34.0,81.8,3007,0.45,0.5
37.8,19.6,27.5,3008,0.44,0.48
28.6,33.3,66.8,3009,0.45,0.48
16.6,23.1,70.0,3010,0.44,0.48
57.4,44.9,20.8,3011,0.45,0.49
21.4,12.6,36.2,3012,0.44,0.61
21.9,32.0,81.9,3013,0.45,0.5
58.3,24.1,10.3,3014,0.44,0.64
17.5,31.2,81.8,3015,0.45,0.51
27.9,34.3,64.9,3016,0.44,0.48
32.5,27.8,56.5,3017,0.44,0.49
16.6,13.8,61.4,3018,0.44,0.5
27.8,33.6,67.4,3019,0.44,0.48
-8.1,72.2,38.1,3020,0.45,0.5
26.1,23.2,60.2,3021,0.44,0.48
30.9,33.0,73.9,3022,0.46,0.48
36.9,14.7,38.5,3023,0.44,0.49
13.1,34.8,88.1,3024,0.45,0.51
28.0,118.9,5.5,3025,0.44,0.63
22.6,31.0,76.3,3026,0.45,0.48
55.6,30.5,30.5,3027,0.44,0.48
46.0,24.7,31.4,3028,0.44,0.48
-45.7,11.5,104.3,3029,0.44,0.66
73.6,21.7,11.2,3030,0.44,0.49
19.4,12.7,59.1,3031,0.44,0.48
13.5,26.5,74.5,3032,0.45,0.48
46.5,27.9,28.0,3033,0.44,0.49
-64.7,6.1,107.1,3034,0.44,0.51
48.9,23.4,15.0,3035,0.45,0.48
28.5,31.9,69.2,3036,0.45,0.49
27.4,24.4,60.2,3037,0.44,0.48
102.7,30.2,-21.8,3038,0.51,0.64
41.0,23.3,27.6,3039,0.45,0.8
45.7,19.3,20.5,3040,0.44,0.48
56.4,22.9,19.0,3041,0.44,0.48
15.4,34.4,87.3,3042,0.45,0.49
34.6,36.4,62.4,3043,0.45,0.48
43.3,24.2,29.9,3044,0.44,0.48
32.1,20.1,34.8,3045,0.44,0.49
-0.3,39.4,99.0,3046,0.46,0.48
54.1,35.0,43.6,3047,0.49,0.5
22.2,22.9,63.8,3048,0.44,0.48
2.8,19.2,59.4,3049,0.44,0.69
28.8,25.0,37.9,3050,0.44,0.48
23.8,23.6,61.3,3051,0.44,0.48
19.5,21.6,44.6,3052,0.45,0.49
77.8,23.6,7.9,3053,0.44,0.48
57.5,26.8,38.3,3054,0.46,0.48
47.8,33.6,30.9,3055,0.44,0.48
12.9,14.4,55.4,3056,0.44,0.49
75.3,25.0,1.8,3057,0.44,0.67
23.6,25.0,59.6,3058,0.44,0.48
12.7,24.8,63.1,3059,0.45,0.6
29.6,28.1,56.3,3060,0.45,0.65
86.6,33.4,-16.7,3061,0.44,0.57
67.7,21.6,2.4,3062,0.44,0.5
100.2,-55.0,-72.0,3063,0.46,0.65
62.7,12.1,7.1,3064,0.44,0.63
-28.1,39.5,109.6,3065,0.44,0.6
50.1,6.9,6.4,3066,0.44,0.71
89.0,25.3,-20.9,3067,0.44,0.54
31.7,26.7,67.6,3068,0.44,0.48
69.8,20.1,4.4,3069,0.44,0.48
48.6,36.3,24.6,3070,0.44,0.48
8.4,26.9,65.3,3071,0.44,0.49
127.5,-48.7,-38.8,3072,0.45,0.48
5.5,24.1,71.7,3073,0.45,0.76
54.0,31.9,27.7,3074,0.5,0.48
44.6,23.1,31.1,3075,0.44,0.48
19.5,29.2,72.1,3076,0.44,0.48
19.3,39.3,82.8,3077,0.44,0.48
29.9,34.3,65.4,3078,0.45,0.48
10.1,31.2,77.9,3079,0.45,0.48
12.1,15.4,72.8,3080,0.44,0.49
79.4,36.2,-1.0,3081,0.44,0.48
26.9,40.4,53.6,3082,0.44,0.48
74.2,31.4,6.3,3083,0.44,0.48
38.1,34.3,50.8,3084,0.44,0.61
58.8,31.3,10.3,3085,0.45,0.5
26.7,113.1,-1.7,3086,0.44,0.48
59.0,14.3,-2.6,3087,0.45,0.64
80.1,24.0,-2.9,3088,0.45,0.55
-73.9,36.3,85.4,3089,0.44,0.71
49.7,14.3,31.2,3090,0.44,0.49
40.0,27.4,35.7,3091,0.44,0.48
30.5,37.2,61.0,3092,0.44,0.48
1.2,24.4,80.4,3093,0.45,0.48
33.7,16.7,32.0,3094,0.44,0.5
10.1,26.2,66.1,3095,0.45,0.49
-19.0,51.7,97.4,3096,0.7,0.53
54.9,7.1,-3.4,3097,0.44,0.69
3.2,26.2,70.5,3098,0.45,0.49
48.7,20.8,43.5,3099,0.44,0.65
78.0,20.0,4.1,3100,0.44,0.62
27.5,24.8,68.6,3101,0.45,0.66
23.8,32.7,65.0,3102,0.45,0.51
64.0,28.0,19.9,3103,0.44,0.48
39.6,25.2,59.4,3104,0.61,0.49
13.0,26.3,69.2,3105,0.44,0.48
63.0,19.1,16.8,3106,0.44,0.52
49.2,28.0,23.5,3107,0.44,0.49
69.5,19.9,-2.9,3108,0.44,0.51
-13.7,21.2,87.1,3109,0.44,0.5
11.7,19.8,66.5,3110,0.44,0.5
18.8,31.0,73.0,3111,0.44,0.48
-40.5,110.9,-45.1,3112,0.44,0.5
66.0,18.0,10.9,3113,0.44,0.62
-14.8,52.6,98.8,3114,0.7,0.53
32.8,22.5,52.8,3115,0.44,0.52
47.6,35.2,37.0,3116,0.44,0.48
15.3,26.7,76.5,3117,0.45,0.48
34.7,8.8,18.6,3118,0.44,0.7
64.5,10.7,-16.9,3119,0.44,0.59
46.9,31.3,27.4,3120,0.44,0.49
46.0,24.3,38.4,3121,0.44,0.51
57.0,18.4,10.4,3122,0.44,0.58
8.2,127.0,-8.8,3123,0.44,0.49
-7.9,15.7,78.7,3124,0.68,0.48
8.3,35.2,92.8,3125,0.45,0.48
-36.5,47.3,72.1,3126,0.44,0.48
37.6,33.4,50.5,3127,0.45,0.48
9.3,31.6,86.1,3128,0.44,0.5
66.5,21.0,21.6,3129,0.44,0.61
13.5,16.8,66.2,3130,0.44,0.48
-12.0,13.4,70.9,3131,0.45,0.72
45.5,25.2,29.3,3132,0.44,0.64
67.7,30.3,6.5,3133,0.44,0.48
17.8,32.7,68.6,3134,0.44,0.48
81.9,30.1,4.1,3135,0.45,0.48
73.7,22.2,9.1,3136,0.44,0.5
-29.6,6.5,92.2,3137,0.44,0.67
50.9,26.6,40.0,3138,0.44,0.48
6.3,32.0,93.1,3139,0.45,0.49
50.2,31.9,37.4,3140,0.45,0.48
-50.0,127.9,-68.4,3141,0.44,0.48
33.9,35.5,52.6,3142,0.44,0.5
42.6,24.4,30.9,3143,0.44,0.48
23.8,25.2,69.2,3144,0.44,0.48
49.8,29.1,46.0,3145,0.44,0.5
68.7,16.8,-11.3,3146,0.44,0.5
22.7,34.0,74.3,3147,0.45,0.48
18.1,32.9,90.8,3148,0.45,0.48
42.4,36.6,35.3,3149,0.44,0.48
72.8,23.4,14.5,3150,0.44,0.5
-65.0,53.7,80.4,3151,0.44,0.48
33.3,34.5,61.0,3152,0.44,0.51
50.1,15.1,3.4,3153,0.44,0.5
25.9,17.6,55.1,3154,0.44,0.48
61.8,14.4,6.0,3155,0.44,0.53
25.8,33.0,62.6,3156,0.45,0.52
43.2,16.9,15.4,3157,0.44,0.48
33.1,31.2,43.9,3158,0.44,0.48
42.4,34.2,57.4,3159,0.44,0.48
25.5,24.5,64.8,3160,0.44,0.7
36.1,31.9,69.4,3161,0.47,0.48
59.8,25.0,24.6,3162,0.44,0.5
108.5,7.4,-56.1,3163,0.62,0.77
82.2,69.4,-19.4,3164,0.6,0.55
-42.1,32.7,98.4,3165,0.44,0.49
71.6,-31.1,-62.0,3166,0.44,0.71
81.6,23.8,-18.0,3167,0.44,0.59
58.1,18.8,-4.8,3168,0.44,0.48
45.6,32.1,24.8,3169,0.44,0.49
84.7,34.4,-7.0,3170,0.44,0.61
42.8,23.5,33.4,3171,0.44,0.53
72.2,26.9,2.1,3172,0.45,0.49
55.5,30.6,9.9,3173,0.44,0.48
-16.6,82.6,44.4,3174,0.46,0.53
73.1,29.3,22.2,3175,0.44,0.48
38.0,35.0,60.3,3176,0.44,0.48
67.3,22.1,16.2,3177,0.44,0.51
41.4,23.0,25.8,3178,0.44,0.48
-0.8,31.7,68.0,3179,0.44,0.51
42.3,19.4,31.6,3180,0.44,0.51
63.8,15.8,1.7,3181,0.44,0.48
80.6,21.0,0.1,3182,0.44,0.63
54.5,36.1,43.2,3183,0.45,0.61
33.6,29.2,52.4,3184,0.44,0.48
48.0,15.7,36.4,3185,0.44,0.51
93.6,13.8,-32.9,3186,0.44,0.7
68.8,20.4,18.2,3187,0.44,0.62
24.5,31.1,79.6,3188,0.62,0.49
82.9,21.3,-0.4,3189,0.44,0.62
17.2,31.3,81.7,3190,0.44,0.5
8.6,30.3,94.4,3191,0.59,0.5
48.2,18.2,9.2,3192,0.44,0.48
52.5,29.0,13.5,3193,0.44,0.48
49.1,14.6,6.8,3194,0.44,0.64
44.4,39.2,63.5,3195,0.45,0.48
51.3,12.3,13.2,3196,0.44,0.75
36.8,27.1,38.6,3197,0.44,0.49
-34.0,44.4,92.5,3198,0.44,0.5
116.0,-50.5,-32.9,3199,0.44,0.55
57.9,20.5,26.0,3200,0.44,0.51
94.3,37.4,-11.8,3201,0.44,0.48
32.7,31.2,59.5,3202,0.45,0.49
22.1,34.4,70.1,3203,0.45,0.61
24.6,34.0,62.1,3204,0.45,0.48
26.9,35.5,63.6,3205,0.45,0.48
34.3,38.0,60.6,3206,0.45,0.48
103.9,-11.6,-70.3,3207,0.44,0.49
8.4,25.8,61.6,3208,0.45,0.5
33.1,19.0,37.9,3209,0.44,0.6
-3.4,20.3,73.8,3210,0.45,0.49
40.3,24.1,30.7,3211,0.44,0.48
15.9,30.9,73.5,3212,0.44,0.48
79.7,31.7,-7.6,3213,0.44,0.62
-36.3,19.7,94.1,3214,0.44,0.49
3.7,21.5,77.6,3215,0.45,0.48
38.2,22.1,47.1,3216,0.44,0.63
38.0,20.7,34.8,3217,0.44,0.53
38.8,33.7,56.8,3218,0.44,0.56
14.6,28.6,81.1,3219,0.44,0.48
47.0,86.6,10.1,3220,0.47,0.48
51.1,33.7,35.0,3221,0.44,0.48
45.5,33.7,52.9,3222,0.44,0.48
34.6,25.2,52.6,3223,0.44,0.49
23.3,19.7,44.3,3224,0.44,0.49
11.9,15.0,70.5,3225,0.44,0.66
39.2,35.1,57.9,3226,0.44,0.5
50.1,17.7,6.3,3227,0.44,0.48
35.7,22.2,38.7,3228,0.44,0.48
48.1,22.1,11.8,3229,0.44,0.48
39.3,36.2,60.3,3230,0.45,0.48
9.5,34.7,90.5,3231,0.45,0.48
37.7,34.7,51.2,3232,0.44,0.48
56.7,24.6,22.3,3233,0.44,0.5
50.4,23.4,30.6,3234,0.44,0.5
37.1,23.2,30.0,3235,0.45,0.5
75.8,27.5,-1.0,3236,0.44,0.64
-6.3,16.1,65.6,3237,0.45,0.48
39.2,22.6,48.3,3238,0.44,0.5
78.0,20.0,-16.8,3239,0.44,0.6
59.8,25.4,-9.6,3240,0.44,0.69
38.0,23.5,34.5,3241,0.44,0.5
64.2,26.8,28.6,3242,0.44,0.62
30.6,113.4,-12.9,3243,0.59,0.65
23.3,25.5,72.8,3244,0.44,0.64
92.2,27.1,-16.5,3245,0.45,0.5
66.8,19.9,15.7,3246,0.44,0.51
26.3,50.4,29.8,3247,0.45,0.48
121.6,-36.3,-46.6,3248,0.6,0.5
55.8,13.8,14.8,3249,0.44,0.49
39.5,71.2,15.0,3250,0.44,0.48
8.9,22.4,72.5,3251,0.45,0.51
-57.8,48.6,114.8,3252,0.46,0.49
10.4,29.6,91.8,3253,0.44,0.48
20.9,30.3,68.7,3254,0.45,0.59
41.8,35.3,38.1,3255,0.44,0.48
45.1,26.0,33.6,3256,0.44,0.52
28.8,29.2,61.6,3257,0.44,0.48
93.7,39.6,-32.0,3258,0.44,0.48
14.5,18.1,47.5,3259,0.44,0.48
80.6,24.5,2.3,3260,0.44,0.49
-5.6,16.1,87.6,3261,0.44,0.61
40.4,21.5,32.6,3262,0.44,0.48
49.8,29.8,35.2,3263,0.44,0.49
93.1,22.0,-16.2,3264,0.62,0.62
71.5,19.4,1.6,3265,0.44,0.62
31.5,29.1,62.8,3266,0.44,0.63
33.7,36.6,61.6,3267,0.44,0.52
75.3,21.6,3.2,3268,0.44,0.54
37.7,23.0,50.3,3269,0.44,0.53
80.9,40.8,12.0,3270,0.44,0.48
14.8,25.1,60.9,3271,0.45,0.48
7.6,39.6,94.9,3272,0.46,0.48
65.1,16.0,1.1,3273,0.44,0.48
25.7,37.8,66.0,3274,0.45,0.49
39.7,33.6,54.3,3275,0.44,0.51
80.6,57.6,-1.6,3276,0.49,0.48
16.1,36.8,81.3,3277,0.44,0.48
55.9,20.8,30.3,3278,0.44,0.5
39.9,25.8,38.9,3279,0.44,0.51
54.6,26.1,25.0,3280,0.44,0.51
3.0,23.5,66.0,3281,0.44,0.74
28.7,33.6,63.2,3282,0.44,0.48
18.4,17.9,66.1,3283,0.45,0.48
-13.6,91.5,-9.6,3284,0.45,0.48
67.7,20.6,-11.4,3285,0.44,0.6
59.0,31.8,6.1,3286,0.44,0.49
65.4,31.6,-20.1,3287,0.44,0.73
65.7,17.4,3.9,3288,0.44,0.48
45.5,27.7,27.9,3289,0.44,0.48
20.2,40.4,66.3,3290,0.44,0.62
26.4,22.4,57.2,3291,0.44,0.48
14.2,31.0,70.0,3292,0.45,0.59
46.6,16.8,33.3,3293,0.44,0.63
87.2,27.6,-19.8,3294,0.44,0.53
31.0,13.8,43.3,3295,0.44,0.49
66.2,20.8,12.6,3296,0.44,0.51
83.7,14.2,-23.1,3297,0.44,0.6
19.6,23.5,66.4,3298,0.44,0.48
10.7,31.4,88.9,3299,0.45,0.61
54.0,28.5,49.1,3300,0.44,0.49
44.9,30.4,30.4,3301,0.44,0.48
61.8,23.2,10.5,3302,0.44,0.59
27.8,106.9,-19.9,3303,0.62,0.61
53.3,6.3,-2.6,3304,0.44,0.79
85.0,25.5,-9.0,3305,0.44,0.61
74.7,19.6,-12.3,3306,0.44,0.59
-42.9,70.0,23.1,3307,0.44,0.69
4.6,26.1,84.4,3308,0.45,0.48
46.9,25.7,27.1,3309,0.44,0.49
40.9,29.5,39.4,3310,0.44,0.6
55.3,20.0,23.8,3311,0.44,0.63
25.5,13.7,40.2,3312,0.44,0.49
41.4,22.1,20.7,3313,0.44,0.49
47.6,23.2,38.3,3314,0.44,0.49
-1.8,24.8,83.3,3315,0.44,0.51
48.0,23.8,40.5,3316,0.44,0.48
96.0,35.7,-54.3,3317,0.49,0.49
-11.1,10.6,72.8,3318,0.44,0.65
41.4,23.1,41.2,3319,0.44,0.48
-38.8,22.2,116.2,3320,0.44,0.5
35.1,32.2,65.4,3321,0.44,0.48
49.5,21.2,27.0,3322,0.44,0.66
8.4,32.8,95.6,3323,0.44,0.49
49.8,19.9,35.1,3324,0.44,0.5
25.5,28.6,85.2,3325,0.49,0.48
37.3,36.8,64.1,3326,0.45,0.48
29.0,34.7,63.5,3327,0.44,0.48
47.4,20.0,17.1,3328,0.44,0.49
24.4,69.2,38.9,3329,0.45,0.48
-23.8,21.2,104.1,3330,0.44,0.5
20.0,27.3,76.0,3331,0.44,0.48
3.7,28.0,80.6,3332,0.45,0.48
50.5,24.6,43.3,3333,0.67,0.51
67.0,20.2,10.1,3334,0.44,0.48
-32.5,67.7,55.5,3335,0.44,0.5
54.4,20.4,13.6,3336,0.44,0.72
-16.1,65.3,29.9,3337,0.44,0.49
12.5,8.2,47.7,3338,0.44,0.67
10.1,40.9,95.1,3339,0.45,0.48
25.4,19.1,52.5,3340,0.44,0.48
37.3,35.2,52.2,3341,0.44,0.48
42.7,31.8,46.5,3342,0.44,0.6
7.3,17.7,56.8,3343,0.44,0.48
30.8,20.8,32.9,3344,0.44,0.6
72.8,24.4,16.9,3345,0.44,0.48
17.2,35.7,79.6,3346,0.45,0.5
20.7,29.1,63.8,3347,0.44,0.48
37.6,18.2,30.0,3348,0.44,0.6
-14.0,24.9,94.0,3349,0.44,0.51
44.2,55.8,28.2,3350,0.44,0.48
32.6,18.2,61.2,3351,0.44,0.49
27.8,10.1,42.0,3352,0.44,0.77
29.9,35.3,58.7,3353,0.44,0.48
-39.9,44.4,119.9,3354,0.44,0.48
31.2,15.2,49.5,3355,0.44,0.61
40.5,28.1,41.0,3356,0.44,0.48
-1.7,25.1,87.5,3357,0.44,0.5
16.2,34.1,69.2,3358,0.45,0.48
30.7,23.1,48.2,3359,0.44,0.48
16.3,29.3,90.3,3360,0.44,0.48
36.8,24.4,41.3,3361,0.44,0.48
59.5,21.8,24.1,3362,0.44,0.52
42.1,28.5,36.2,3363,0.44,0.49
43.3,29.1,39.9,3364,0.44,0.49
49.5,38.0,48.7,3365,0.44,0.48
34.3,23.7,42.9,3366,0.44,0.49
15.4,17.3,63.1,3367,0.44,0.58
62.5,17.5,-5.2,3368,0.44,0.5
-5.0,17.8,83.3,3369,0.44,0.48
33.6,21.5,60.1,3370,0.44,0.59
59.1,28.2,35.5,3371,0.46,0.48
9.8,76.8,29.8,3372,0.45,0.48
58.2,19.2,13.6,3373,0.44,0.49
46.7,33.7,46.6,3374,0.46,0.49
93.2,28.1,-36.4,3375,0.44,0.64
37.1,36.2,59.9,3376,0.44,0.48
13.9,28.1,91.1,3377,0.45,0.49
44.5,29.2,42.7,3378,0.44,0.59
26.3,22.7,59.2,3379,0.44,0.48
72.4,17.9,-11.4,3380,0.44,0.65
82.8,21.5,-17.8,3381,0.44,0.62
88.5,29.1,-19.2,3382,0.44,0.69
39.3,33.2,51.3,3383,0.44,0.48
26.1,22.4,40.9,3384,0.44,0.49
-8.4,60.3,42.6,3385,0.44,0.5
29.1,32.0,72.2,3386,0.44,0.48
82.5,22.0,0.6,3387,0.44,0.62
27.9,14.2,50.8,3388,0.44,0.62
27.0,23.6,57.1,3389,0.44,0.48
36.5,26.6,41.9,3390,0.44,0.48
8.3,19.9,69.7,3391,0.44,0.49
44.8,30.7,50.1,3392,0.44,0.48
45.1,54.1,47.2,3393,0.46,0.58
36.2,11.9,40.1,3394,0.44,0.59
-28.9,51.4,63.8,3395,0.44,0.5
14.3,35.3,80.7,3396,0.45,0.49
25.3,21.2,58.1,3397,0.44,0.48
42.6,21.8,29.1,3398,0.44,0.49
-44.3,37.6,125.9,3399,0.44,0.51
34.5,18.7,44.9,3400,0.44,0.48
85.1,18.8,-19.8,3401,0.67,0.48
4.6,17.3,71.3,3402,0.44,0.48
41.0,33.2,55.6,3403,0.44,0.5
-73.1,54.6,84.0,3404,0.44,0.69
9.9,26.2,65.9,3405,0.45,0.6
72.8,26.7,1.6,3406,0.44,0.68
29.2,21.2,36.5,3407,0.44,0.48
79.9,24.9,4.2,3408,0.44,0.48
68.1,20.4,11.3,3409,0.44,0.52
61.4,19.2,0.6,3410,0.44,0.49
-78.9,22.2,88.8,3411,0.45,0.66
37.7,31.9,36.9,3412,0.44,0.49
25.9,14.2,30.8,3413,0.44,0.48
30.1,19.6,48.3,3414,0.44,0.49
51.7,18.8,15.4,3415,0.44,0.49
15.1,17.5,55.2,3416,0.45,0.59
51.7,18.6,34.3,3417,0.44,0.63
-1.2,16.7,72.1,3418,0.44,0.76
24.4,35.4,79.9,3419,0.45,0.48
63.9,19.1,20.9,3420,0.5,0.5
56.5,25.3,29.4,3421,0.44,0.48
-33.4,48.4,116.1,3422,0.72,0.48
71.1,19.2,6.2,3423,0.44,0.62
16.5,28.6,80.3,3424,0.44,0.48
21.2,32.0,69.2,3425,0.44,0.48
16.1,24.6,69.1,3426,0.44,0.49
37.3,27.5,44.8,3427,0.44,0.49
-60.0,50.8,117.8,3428,0.45,0.5
-7.0,18.0,81.4,3429,0.44,0.64
